timestamp;programme;machine_learning;information_retrieval;statistics;databases;gender;chatgpt;birthday;student_estimate;stress;sports;random_number;bedtime;good_day_1;good_day_2
4-1-2025 12:19:11;Bioinformatics;yes;no;yes;no;male;yes;Dec 08, 2001;240.0;65.0;4.0;35.0;02:00;Cola;Gaming
4-1-2025 12:19:12;Artificial Intelligence;no;no;yes;no;male;not willing to say;September 5;400.0;40.0;3.0;60000000.0;02:00;Productivity;Friends
4-1-2025 12:19:13;Econometrics;yes;yes;no;yes;male;not willing to say;2003 July ;220.0;22.0;9.0;18.0;02:00;Sun;Sun
4-1-2025 12:19:14;Artificial Intelligence;yes;yes;yes;yes;female;yes;11/08/2002;253.0;55.0;4.0;21.0;01:00;Sun ;Laughter 
4-1-2025 12:19:14;Business Analytics;yes;yes;yes;yes;male;yes;29-09;300.0;25.0;11.0;3.891736819378484e+24;23:30;Personal record in the gym;Good food
4-1-2025 12:19:15;Artificial Intelligence;yes;no;yes;unknown;female;yes;05/05/2002;280.0;20.0;7.0;93.0;00:00;That I feel content and happy;Doing something 
4-1-2025 12:19:17;Computer Science;no;yes;no;no;male;yes;04/10/2001;230.0;8.0;6.0;88.0;01:30;Good food;Girlfriend
4-1-2025 12:19:17;Business Analytics;yes;yes;yes;yes;not willing to answer;yes;28;450.0;40.0;4.0;576435000000.0;22:00;Cooking;Sun
4-1-2025 12:19:17;Artificial Intelligence;no;no;yes;yes;female;yes;04/10/2001;200.0;20.0;8.0;9.0;00:00;Good sleep;Friends
4-1-2025 12:19:19;Artificial Intelligence;no;no;no;no;male;yes;13/07/2001;350.0;60.0;6.0;7.0;23:00;Good weather;Great food
4-1-2025 12:19:21;Finance;yes;no;no;no;male;yes;13;550.0;65.0;2.0;7.0;00:00;Good Breakfast;Completing targetted task
4-1-2025 12:19:22;Econometrics;yes;no;no;no;male;yes;19 january;425.0;20.0;3.0;17.0;00:30;Sleep;Meditation
4-1-2025 12:19:22;Artificial Intelligence;yes;yes;yes;yes;male;yes;03/01/2003;300.0;15.0;9.0;35723490856.0;23:00;Sports;Time with friends
4-1-2025 12:19:22;Bioinformatics;yes;no;yes;unknown;female;not willing to say;09/10/2002;350.0;70.0;4.0;10.0;00:30;having chocolate;Sun :))
4-1-2025 12:19:22;Artificial Intelligence;no;no;unknown;yes;female;yes;28/08/2000;500.0;70.0;1.0;2.0;00:30;The sun;Good food
4-1-2025 12:19:23;Business Analytics;yes;yes;yes;yes;male;yes;14/11/2003;350.0;15.0;10.0;2.5726181449926163e+32;23:30;Banana;Apple
4-1-2025 12:19:23;Computer Science;yes;no;yes;yes;male;yes;October;250.0;10.0;2.0;1683.0;01:30;Not having to wake up early;yes
4-1-2025 12:19:24;Econometrics;no;unknown;yes;no;female;not willing to say;June ;200.0;60.0;3.0;13.0;23:30;Sun;Rest
4-1-2025 12:19:24;Artificial Intelligence;yes;unknown;yes;yes;female;yes;13/07;100.0;77.0;0.0;137.0;05:00;Enough sleep;Good food
4-1-2025 12:19:24;Computer Science;yes;yes;yes;yes;male;not willing to say;01/01/2000;-9999.0;;2.0;2147483649.0;03:00;🤔;🤷‍♂️
4-1-2025 12:19:26;Computer Science;unknown;no;yes;yes;male;no;When I was born;180.0;58.0;4.0;42.0;01:00;Coffee;Science
4-1-2025 12:19:26;Business Analytics;yes;yes;unknown;yes;female;yes;18/05/2002;200.0;65.0;4.0;2.0;23:30;Sunny weather;Good food
4-1-2025 12:19:27;Bioinformatics;yes;no;unknown;no;male;not willing to say;10/01/2001;350.0;47.0;5.0;57.0;00:30;Sun;Friends
4-1-2025 12:19:28;Bioinformatics;yes;no;yes;no;female;yes;07/12/2000;220.0;63.0;5.0;78.0;22:30;Sun;Friends
4-1-2025 12:19:28;Artificial Intelligence;yes;no;yes;yes;female;yes;19/08/2003;230.0;80.0;4.0;4678.0;23:30;a good breakfast ;good sleep
4-1-2025 12:19:30;Econometrics;yes;yes;no;yes;female;yes;02/10/2003;458.0;70.0;1.0;47.0;00:30;Sun;Family
4-1-2025 12:19:31;Econometrics;yes;no;yes;no;male;yes;April 9th;350.0;69.0;4.0;52739.0;01:30;Hanging out with friends;Being productive
4-1-2025 12:19:31;Artificial Intelligence;no;no;unknown;yes;male;yes;2/3/2003;210.0;50.0;2.0;74.0;01:00;Boardgames with friends;Dinner with family
4-1-2025 12:19:31;Computer Science;no;no;yes;no;male;yes;16 June;150.0;85.0;10.0;14.0;01:00;Good weather;Stock trading profit
4-1-2025 12:19:31;Other;yes;no;no;no;male;yes;9th of July;234.0;75.0;4.0;9.0;04:30;A fieldtrip with friends;A sunny picnic
4-1-2025 12:19:32;Business Analytics;yes;no;yes;yes;male;yes;22/10/2000;450.0;100.0;0.0;18.0;05:00;Sunshine ;Good food
4-1-2025 12:19:34;Artificial Intelligence;yes;yes;no;yes;female;yes;October 1st 2002;400.0;75.0;3.0;573.0;02:00;Nice food;Seeing friends
4-1-2025 12:19:37;Artificial Intelligence;yes;yes;no;no;male;not willing to say;22/07/2000;300.0;61.0;6.0;1999.0;00:00;Good food;Fun people
4-1-2025 12:19:37;Artificial Intelligence;yes;unknown;yes;yes;male;yes;26/11;420.0;20.0;12.0;81.0;23:00;Doing sports;Meeting friends
4-1-2025 12:19:37;Econometrics;yes;unknown;yes;yes;female;yes;1/1/1;320.0;40.0;0.0;7.0;04:00;Sleep in;Free
4-1-2025 12:19:38;Computer Science;no;no;yes;yes;female;yes;19/04/2000;450.0;5.0;10.0;7.0;01:00;being outside in the sun;eating good food
4-1-2025 12:19:39;Econometrics;yes;yes;no;no;male;not willing to say;12/11/2001;150.0;10.0;10.0;1000000.0;01:00;Nice weather;Nice friends
4-1-2025 12:19:41;Econometrics;yes;no;yes;yes;female;yes;21/01/1999;400.0;2.0;5.0;6.0;21:30;Peace of mind;Good food
4-1-2025 12:19:43;Bioinformatics;yes;no;no;yes;male;yes;16 juni 2001;500.0;20.0;5.0;3748.0;23:30;Play fieldhockey;Enjoy the weather
4-1-2025 12:19:44;Artificial Intelligence;yes;yes;no;yes;male;yes;22/02;10000.0;69.0;14.0;69.0;02:00;Finding a big bag of money (never happens);Petting a cat
4-1-2025 12:19:45;Computer Science;yes;yes;yes;yes;female;yes;01/01/2000;450.0;70.0;2.0;89.0;00:30;enough sleep time;sun
4-1-2025 12:19:45;Bioinformatics;yes;no;yes;no;male;yes;08/10/1999;450.0;8.0;5.0;69.0;02:30;Friends;No school
4-1-2025 12:19:45;Artificial Intelligence;yes;no;yes;yes;female;yes;22/09/2003;330.0;40.0;3.0;18.0;01:00;Nice weather;Seeing my loved ones 
4-1-2025 12:19:50;Artificial Intelligence;yes;yes;yes;yes;male;yes;2003.02.12.;387.0;2.0;13.0;73.0;01:00;snorkeling;eating
4-1-2025 12:19:50;Artificial Intelligence;yes;yes;yes;yes;female;yes;19/11/2002;300.0;20.0;4.0;87.0;00:00;Reading;F1
4-1-2025 12:19:51;Artificial Intelligence;yes;no;yes;no;female;yes;24.01.;380.0;50.0;8.0;2115.0;00:00;good, sunny weather;spending time with my friends
4-1-2025 12:19:53;Artificial Intelligence;yes;yes;yes;yes;female;yes;07/10/2002;500.0;85.0;3.0;15.0;00:30;Seeing friends;No academic stress
4-1-2025 12:19:57;Econometrics;yes;no;no;yes;female;yes;10/10/2002;350.0;70.0;1.0;2.0;21:30;Sunny weather;Good food
4-1-2025 12:20:00;Artificial Intelligence;yes;yes;no;no;male;yes;17/02/1992;400.0;33.0;2.0;9277466.0;00:30;Baking;Hiking
4-1-2025 12:20:02;Artificial Intelligence;yes;yes;yes;yes;female;yes;20/01/2000;350.0;20.0;3.0;4.0;23:00;Seeing my friends;Sunny weather
4-1-2025 12:20:06;Artificial Intelligence;yes;no;yes;no;male;yes;08.09;380.0;40.0;2.0;947362.0;21:30;Chocolate ;Sun
4-1-2025 12:20:07;Artificial Intelligence;yes;yes;no;yes;male;yes;05/06/2003;320.0;15.0;7.0;69.0;23:30;Good weather ;Company 
4-1-2025 12:20:14;Computer Science;no;no;unknown;yes;male;not willing to say;20/02/2000;520.0;50.0;10.0;123.0;22:00;sun;wind
4-1-2025 12:20:31;Other;yes;yes;unknown;yes;female;yes;/;450.0;69.0;6.0;19898901.0;01:00;Music;Reading
4-1-2025 12:20:34;Other;yes;yes;yes;yes;male;yes;05/09/2001;350.0;99.0;5.0;3951.0;01:00;No nearing deadlines;Good weather
4-1-2025 12:20:43;Artificial Intelligence;no;yes;yes;yes;male;yes;2003;550.0;40.0;0.0;0.0;04:00;Free time;I get a lot done
4-1-2025 12:20:46;Computer Science;yes;unknown;yes;yes;not willing to answer;not willing to say;19000000;-3.0;;;;1743502757;👁️‍🗨️;🥴
4-1-2025 12:20:47;Computer Science;yes;yes;yes;yes;male;not willing to say;083002;460.0;60.0;5.0;56.0;01:30;Good gym session ;Sun and a chest PR
4-1-2025 12:21:33;Computer Science;yes;no;no;yes;male;not willing to say;09/01/2003;300.0;35.0;5.0;69.0;02:00;beer in the sun;2 beers in the sun
4-1-2025 12:21:34;Computer Science;yes;yes;yes;yes;female;yes;27/08/2002;450.0;75.0;5.0;88.0;23:30;Have free time to chill;Smoke
4-1-2025 12:21:51;Computational Science;no;no;yes;yes;male;no;2-5-2001;200.0;45.0;1.0;42.0;02:00;not wake up tired;get at least one thing done
